SQUEAMISH	excessively fastidious and easily disgusted
SQUEAMISHNESS	a mild state of nausea
SQUEEGEE	T-shaped cleaning implement with a rubber edge across the top; drawn across a surface to remove water (as in washing windows)
SQUEEZABLE	capable of being easily compressed
SQUEEZE	the act of gripping and pressing firmly
SQUEEZEBOX	a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player
SQUEEZING	the act of gripping and pressing firmly
SQUELCH	suppress or crush completely
SQUELCHED	subdued or overcome
SQUIB	firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise
SQUID	widely distributed fast-moving ten-armed cephalopod mollusk having a long tapered body with triangular tail fins
SQUIFFY	very drunk
SQUIGGLE	a short twisting line
SQUIGGLY	wavy and twisting
SQUINT	abnormal alignment of one or both eyes
SQUINTER	a person with strabismus
SQUINTING	having eyes half closed in order to see better
SQUIRE	young nobleman attendant on a knight
SQUIRM	the act of wiggling
SQUIRREL	a kind of arboreal rodent having a long bushy tail
SQUIRT	someone who is small and insignificant
SQUIRTING	propelled violently in a usually narrow stream
SQUISH	the noise of soft mud being walked on
SQUISHY	easily squashed; resembling a sponge in having soft porous texture and compressibility
SR	abbreviation of "steradian": the unit of solid angle adopted under the Systeme International d'Unites
SRIRACHA	A sauce made from pureed garlic and chilis named after the town of Si Racha in Thailand
SS	abbreviation of "Secret Service": the United States intelligence agency that protects current and former presidents and vice presidents and their immediate families and protects distinguished foreign visitors; detects and apprehends counterfeiters; suppresses forgery of government securities and documents
SSA	abbreviation of "Social Security Administration": an independent government agency responsible for the Social Security system
SSE	abbreviation of "sou'-sou'-east": the compass point midway between south and southeast
SSS	abbreviation of "Selective Service System": an independent federal agency that administers compulsory military service
SSW	abbreviation of "sou'-sou'-west": the compass point midway between south and southwest
STAB	a sudden sharp feeling
STABBER	someone who stabs another person
STABBING	causing physical or especially psychological injury
STABILISATION	the act of making something (as a vessel or aircraft) less likely to overturn
STABILISE	support or hold steady and make steadfast, with or as if with a brace
STABILISED	made stable or firm
STABILISER	a device for making something stable
STABILISING	causing to become stable
STABILITY	the quality or attribute of being firm and steadfast
STABILIZATION	the act of stabilizing something or making it more stable
STABILIZE	make stable and keep from fluctuating or put into an equilibrium
STABILIZED	made stable or firm
STABILIZER	a chemical that is added to a solution or mixture or suspension to maintain it in a stable or unchanging state
STABILIZING	causing to become stable
STABLE	a farm building for housing horses or other livestock
STABLEMAN	a man employed in a stable to take care of the horses
STABLEMATE	a horse stabled with another or one of several horses owned by the same person
STABLING	accommodation for animals (especially for horses)
STABLY	in a stable solid fixed manner
STACCATO	(music) marked by or composed of disconnected parts or sounds; cut short crisply
STACK	(often followed by ‘of’) a large number or amount or extent
STACKED	(of a woman's body) having a large bosom and pleasing curves
STACKS	a large number or amount
STADIUM	a large structure for open-air sports or entertainments
STAEL	French romantic writer (1766-1817)
STAFF	personnel who assist their superior in carrying out an assigned task
STAG	a male deer, especially an adult male red deer
STAGE	any distinct time period in a sequence of events
STAGECOACH	a large coach-and-four formerly used to carry passengers and mail on regular routes between towns
STAGECRAFT	skill in writing or staging plays
STAGED	written for or performed on the stage
STAGEHAND	an employee of a theater who performs work involved in putting on a theatrical production
STAGESTRUCK	infatuated with or enthralled by the theater especially the desire to act
STAGFLATION	a period of slow economic growth and high unemployment (stagnation) while prices rise (inflation)
STAGGER	an unsteady uneven gait
STAGGERING	so surprisingly impressive as to stun or overwhelm
STAGGERINGLY	vastly
STAGGERS	a disease of the central nervous system affecting especially horses and cattle; characterized by an unsteady swaying gait and frequent falling
STAGING	the production of a drama on the stage
STAGNANCY	inactivity of liquids; being stagnant; standing still; without current or circulation
STAGNANT	not circulating or flowing
STAGNATE	cease to flow; stand without moving
STAGNATION	a state of inactivity (in business or art etc.)
STAGY	having characteristics of the stage especially an artificial and mannered quality
STAID	characterized by dignity and propriety
STAIDLY	in a grave and sober manner
STAIDNESS	a trait of dignified seriousness
STAIN	a soiled or discolored appearance
STAINED	marked or dyed or discolored with foreign matter
STAINING	(histology) the use of a dye to color specimens for microscopic study
STAINLESS	steel containing chromium that makes it resistant to corrosion
STAIR	support consisting of a place to rest the foot while ascending or descending a stairway
STAIRCASE	a way of access (upward and downward) consisting of a set of steps
STAIRWAY	a way of access (upward and downward) consisting of a set of steps
STAIRWELL	a vertical well around which there is a stairway
STAKE	(law) a right or legal share of something; a financial involvement with something
STAKEHOLDER	someone entrusted to hold the stakes for two or more persons betting against one another; must deliver the stakes to the winner
STAKEOUT	surveillance of some place or some person by the police (as in anticipation of a crime)
STAKES	the money risked on a gamble
STALACTITE	a cylinder of calcium carbonate hanging from the roof of a limestone cave
STALAGMITE	a cylinder of calcium carbonate projecting upward from the floor of a limestone cave
STALE	lacking freshness, palatability, or showing deterioration from age
STALEMATE	a situation in which no progress can be made or no advancement is possible
STALEMATED	at a complete standstill because of opposition of two unrelenting forces or factions
STALENESS	unoriginality as a result of being dull and hackneyed
STALIN	Russian leader who succeeded Lenin as head of the Communist Party and created a totalitarian state by purging all opposition (1879-1953)
STALINGRAD	a city in the European part of Russia on the Volga; site of German defeat in World War II in the winter of 1942-43
STALINIST	a follower of Stalin and Stalinism
STALK	material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds
STALKER	someone who walks with long stiff strides
STALKING	a hunt for game carried on by following it stealthily or waiting in ambush
STALL	a compartment in a stable where a single animal is confined and fed
STALLING	a tactic used to mislead or delay
STALLION	uncastrated adult male horse
STALLS	a farm building for housing horses or other livestock
STALWART	a person who is loyal to their allegiance (especially in times of revolt)
STAMEN	the male reproductive organ of a flower
STAMINA	enduring strength and energy
STAMMER	a speech disorder involving hesitations and involuntary repetitions of certain sounds
STAMMERER	someone who speaks with involuntary pauses and repetitions
STAMP	the distinctive form in which a thing is made
STAMPEDE	a headlong rush of people on a common impulse
STANCE	a rationalized mental attitude
STANCH	stop the flow of a liquid
STANCHION	any vertical post or rod used as a support
STAND	a support or foundation
STANDALONE	capable of operating independently
STANDARD	a basis for comparison; a reference point against which other things can be evaluated
STANDARDISATION	the condition in which a standard has been successfully established
STANDARDISE	evaluate by comparing with a standard
STANDARDISED	brought into conformity with a standard
STANDARDIZATION	the condition in which a standard has been successfully established
STANDARDIZE	cause to conform to standard or norm
STANDARDIZED	brought into conformity with a standard
STANDBY	something that can be relied on when needed
STANDEE	someone who stands in a place where one might otherwise sit (as a spectator who uses standing room in a theater or a passenger on a crowded bus or train)
STANDING	social or financial or professional status or reputation
STANDISH	English colonist in America; leader of the Pilgrims in the early days of the Plymouth Colony (1584-1656)
STANDOFF	the finish of a contest in which the score is tied and the winner is undecided
STANDOFFISH	lacking cordiality; unfriendly
STANDOUT	be highly noticeable
STANDPIPE	a vertical pipe
STANDPOINT	a mental position from which things are viewed
STANDSTILL	a situation in which no progress can be made or no advancement is possible
STANFORD	a university in California
STANISLAVSKY	Russian actor and theater director who trained his actors to emphasize the psychological motivation of their roles (1863-1938)
