answer	length	kind	pos	clue	selfref	display	lexname	synset
VIRAEMIA	8	common	noun	the presence of a virus in the blood stream	0	viraemia	noun.state	14597391-n
VIRAGO	6	common	noun	a large strong and aggressive woman	0	virago	noun.person	09806734-n
VIRAGO	6	common	noun	a noisy or scolding or domineering woman	0	virago	noun.person	10774832-n
VIRAL	5	common	adj	relating to or caused by a virus	0	viral	adj.pert	02891505-a
VIRALDELIVERYVECTOR	19	common	noun	a transducing vector that uses a retrovirus	1	viral delivery vector	noun.object	09494995-n
VIRALHEPATITIS	14	common	noun	hepatitis caused by a virus	1	viral hepatitis	noun.state	14154000-n
VIRALINFECTION	14	common	noun	infection by a virus that is pathogenic to humans	1	viral infection	noun.state	14209822-n
VIRALPNEUMONIA	14	common	noun	pneumonia caused by a virus	1	viral pneumonia	noun.state	14203321-n
VIRAMUNE	8	common	noun	a non-nucleoside reverse transcriptase inhibitor (trade name Viramune) used to treat AIDS and HIV	1	Viramune	noun.artifact	03826799-n
VIRAZOLE	8	common	noun	an inhaled antiviral agent (trade name Virazole) that may be used to treat serious virus infections	1	Virazole	noun.artifact	04094636-n
VIREMIA	7	common	noun	the presence of a virus in the blood stream	0	viremia	noun.state	14597391-n
VIREO	5	common	noun	any of various small insectivorous American birds chiefly olive-grey in color	0	vireo	noun.animal	01605271-n
VIREONIDAE	10	name	noun	small insectivorous American songbirds	0	Vireonidae	noun.animal	01604994-n
VIREOOLIVACEOUS	15	common	noun	of northern North America having red irises and an olive-grey body with white underparts	0	Vireo olivaceous	noun.animal	01605473-n
VIREOSOLITARIUS	15	common	noun	of eastern North America having a bluish-grey head and mostly green body	0	Vireo solitarius	noun.animal	01605641-n
VIREOSOLITARIUSSOLITARIUS	25	common	noun	common vireo of northeastern North America with bluish slaty-grey head	1	Vireo solitarius solitarius	noun.animal	01605793-n
VIRGIL	6	name	noun	a Roman poet; author of the epic poem ‘Aeneid’ (70-19 BC)	0	Virgil	noun.person	11387431-n
VIRGILGARNETTTHOMSON	20	name	noun	United States composer who collaborated with Gertrude Stein (1896-1989)	0	Virgil Garnett Thomson	noun.person	11360819-n
VIRGILIA	8	name	noun	genus of South African trees having pinnate leaves and rose-purple flowers followed by leathery pods	0	Virgilia	noun.plant	12600341-n
VIRGILIACAPENSIS	16	common	noun	tree with odd-pinnate leaves and racemes of fragrant pink to purple flowers	0	Virgilia capensis	noun.plant	12600570-n
VIRGILIADIVARICATA	18	common	noun	fast-growing roundheaded tree with fragrant white to deep rose flowers; planted as an ornamental	0	Virgilia divaricata	noun.plant	12600760-n
VIRGILIAOROBOIDES	17	common	noun	tree with odd-pinnate leaves and racemes of fragrant pink to purple flowers	0	Virgilia oroboides	noun.plant	12600570-n
VIRGILTHOMSON	13	name	noun	United States composer who collaborated with Gertrude Stein (1896-1989)	0	Virgil Thomson	noun.person	11360819-n
VIRGIN	6	common	adj	in a state of sexual virginity	0	virgin	adj.all	00362205-s
VIRGIN	6	common	adj	being used or worked for the first time	0	virgin	adj.all	01647815-s
VIRGIN	6	name	noun	the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22	0	Virgin	noun.location	08704717-n
VIRGIN	6	common	noun	(astrology) a person who is born while the sun is in Virgo	0	Virgin	noun.person	09772258-n
VIRGIN	6	common	noun	a person who has never had sex	0	virgin	noun.person	10774925-n
VIRGINAL	8	common	adj	in a state of sexual virginity	0	virginal	adj.all	00362205-s
VIRGINAL	8	common	adj	untouched or undefiled	0	virginal	adj.all	01914259-s
VIRGINAL	8	common	adj	characteristic of a virgin or virginity	1	virginal	adj.pert	02835861-a
VIRGINAL	8	common	noun	a legless rectangular harpsichord; played (usually by women) in the 16th and 17th centuries	0	virginal	noun.artifact	04544731-n
VIRGINALMEMBRANE	16	common	noun	a fold of tissue that partly covers the entrance to the vagina of a virgin	1	virginal membrane	noun.body	05529585-n
VIRGINBIRTH	11	common	noun	human conception without fertilization by a man	0	virgin birth	noun.process	13553950-n
VIRGINFOREST	12	common	noun	forest or woodland having a mature or overly mature ecosystem more or less uninfluenced by human activity	1	virgin forest	noun.plant	13260923-n
VIRGINIA	8	name	noun	ground snakes	0	Virginia	noun.animal	01739210-n
VIRGINIA	8	name	noun	a town in northeastern Minnesota in the heart of the Mesabi Range	0	Virginia	noun.location	09126411-n
VIRGINIA	8	name	noun	one of the British colonies that formed the United States, with capital Jamestown or Williamsburg	0	Virginia	noun.location	09172689-n
VIRGINIABLUEBELL	16	common	noun	smooth erect herb of eastern North America having entire leaves and showy blue flowers that are pink in bud	0	Virginia bluebell	noun.plant	12842265-n
VIRGINIACHAINFERN	17	common	noun	North American fern, also known by the name woodwardie de virginie (Woodwardia virginica)	1	Virginia chain fern	noun.plant	13207444-n
VIRGINIACOWSLIP	15	common	noun	smooth erect herb of eastern North America having entire leaves and showy blue flowers that are pink in bud	0	Virginia cowslip	noun.plant	12842265-n
VIRGINIACREEPER	15	common	noun	common North American vine with compound leaves and bluish-black berrylike fruit	0	Virginia creeper	noun.plant	13169167-n
VIRGINIACROWNBEARD	18	common	noun	tall perennial herb having clusters of white flowers; the eastern United States	0	Virginia crownbeard	noun.plant	12052016-n
VIRGINIADEER	12	common	noun	common North American deer; tail has a white underside	1	Virginia deer	noun.animal	02434937-n
VIRGINIAFENCE	13	common	noun	rail fence consisting of a zigzag of interlocking rails	1	Virginia fence	noun.artifact	04612002-n
VIRGINIAHAM	11	common	noun	a lean hickory-smoked ham; has dark red meat	1	Virginia ham	noun.food	07685789-n
VIRGINIAKATHERINEMCMATH	23	name	noun	United States dancer and film actress who partnered with Fred Astaire (1911-1995)	0	Virginia Katherine McMath	noun.person	11288657-n
VIRGINIAMALLOW	14	common	noun	tall handsome perennial herb of southeastern United States having maplelike leaves and white flowers	0	Virginia mallow	noun.plant	12206869-n
VIRGINIAMCMATH	14	name	noun	United States dancer and film actress who partnered with Fred Astaire (1911-1995)	0	Virginia McMath	noun.person	11288657-n
VIRGINIAN	9	common	noun	a native or resident of Virginia	0	Virginian	noun.person	09765432-n
VIRGINIANWITCHHAZEL	19	common	noun	common shrub of eastern North America having small yellow flowers after the leaves have fallen	0	Virginian witch hazel	noun.plant	12335577-n
VIRGINIAOYSTER	14	common	noun	common edible oyster of Atlantic coast of North America	1	Virginia oyster	noun.animal	01964241-n
VIRGINIAREEL	12	common	noun	an American country dance which starts with the couples facing each other in two lines	0	Virginia reel	noun.act	00540711-n
VIRGINIASERPENTARIA	19	common	noun	birthwort of the eastern United States woodlands	0	Virginia serpentaria	noun.plant	11822360-n
VIRGINIASERPENTARY	18	common	noun	birthwort of the eastern United States woodlands	0	Virginia serpentary	noun.plant	11822360-n
VIRGINIASNAKEROOT	17	common	noun	birthwort of the eastern United States woodlands	0	Virginia snakeroot	noun.plant	11822360-n
VIRGINIASTRAWBERRY	18	common	noun	North American wild strawberry with sweet scarlet fruit; a source of many cultivated strawberries	1	Virginia strawberry	noun.plant	12651760-n
VIRGINIATHIMBLEWEED	19	common	noun	thimbleweed of central and eastern North America	1	Virginia thimbleweed	noun.plant	11746902-n
VIRGINIAWADE	12	name	noun	English tennis player who won many women's singles titles (born in 1945)	0	Virginia Wade	noun.person	11389671-n
VIRGINIAWATERLEAF	17	common	noun	showy perennial herb with white flowers; leaves sometimes used as edible greens in southeastern United States	0	Virginia waterleaf	noun.plant	12855698-n
VIRGINISLANDSNATIONALPARK	25	name	noun	a national park in the Virgin Islands having tropical plants and animals; sandy beaches and coral reefs	1	Virgin Islands National Park	noun.location	08627044-n
VIRGINITY	9	common	noun	the condition or quality of being a virgin	0	virginity	noun.state	13991028-n
VIRGINMARY	10	common	noun	a Bloody Mary made without alcohol	1	Virgin Mary	noun.food	07929777-n
VIRGINMARY	10	name	noun	the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics	1	Virgin Mary	noun.person	11181402-n
VIRGINWOOL	10	common	noun	wool not used before; wool not processed or woven before	1	virgin wool	noun.substance	15129575-n
VIRGO	5	name	noun	the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22	0	Virgo	noun.location	08704717-n
VIRGO	5	name	noun	a large zodiacal constellation on the equator; between Leo and Libra	0	Virgo	noun.object	09495106-n
VIRGO	5	common	noun	(astrology) a person who is born while the sun is in Virgo	1	Virgo	noun.person	09772258-n
VIRGOTHEVIRGIN	14	name	noun	the sixth sign of the zodiac; the sun is in this sign from about August 23 to September 22	1	Virgo the Virgin	noun.location	08704717-n
VIRGULE	7	common	noun	a punctuation mark (‘/’) used to separate related items of information	0	virgule	noun.communication	06857953-n
VIRICIDAL	9	common	adj	tending to destroy viruses	0	viricidal	adj.pert	03155672-a
VIRICIDE	8	common	noun	an agent (physical or chemical) that inactivates or destroys viruses	0	viricide	noun.substance	15072860-n
VIRIDITY	8	common	noun	green color or pigment; resembling the color of growing grass	0	viridity	noun.attribute	04974368-n
VIRILE	6	common	adj	characteristic of a man	0	virile	adj.all	01486984-s
VIRILE	6	common	adj	(of a male) capable of copulation	0	virile	adj.all	01831137-a
VIRILE	6	common	adj	characterized by energy and vigor	0	virile	adj.all	02331714-s
VIRILISM	8	common	noun	the development of male secondary sexual characteristics in a female (or prematurely in a young boy)	0	virilism	noun.attribute	05015775-n
VIRILITY	8	common	noun	the trait of being manly; having the characteristics of an adult male	0	virility	noun.attribute	04674194-n
VIRILITY	8	common	noun	the masculine property of being capable of copulation and procreation	0	virility	noun.attribute	05015633-n
VIRILITYDRUG	12	common	noun	drug to treat impotence attributable to erectile dysfunction	1	virility drug	noun.artifact	04544897-n
VIRION	6	common	noun	(virology) a complete viral particle; nucleic acid and capsid (and a lipid envelope in some viruses)	0	virion	noun.animal	01332576-n
VIROID	6	common	noun	the smallest of viruses; a plant virus with its RNA arranged in a circular chromosome without a protein coat	0	viroid	noun.animal	01337331-n
VIROLOGICAL	11	common	adj	of or relating to the science of virology	0	virological	adj.pert	02925912-a
VIROLOGIST	10	common	noun	a specialist in virology	0	virologist	noun.person	10775062-n
VIROLOGY	8	common	noun	the branch of medical science that studies viruses and viral diseases	0	virology	noun.cognition	06075190-n
VIRTU	5	common	noun	objet d'art collectively (especially fine antiques)	0	virtu	noun.artifact	04545111-n
VIRTU	5	common	noun	artistic quality	0	virtu	noun.attribute	04796841-n
VIRTU	5	common	noun	love of or taste for fine objects of art	0	virtu	noun.cognition	05758024-n
VIRTUAL	7	common	adj	existing in essence or effect though not in actual fact	0	virtual	adj.all	00905309-s
VIRTUAL	7	common	adj	being actually such in almost every respect	0	virtual	adj.all	01948431-s
VIRTUALIMAGE	12	common	noun	a reflected optical image (as seen in a plane mirror)	1	virtual image	noun.phenomenon	11543689-n
VIRTUALLY	9	common	adv	(of actions or states) slightly short of or not quite accomplished; all but	0	virtually	adv.all	00073433-r
VIRTUALLY	9	common	adv	in essence or effect but not in fact	0	virtually	adv.all	00112194-r
VIRTUE	6	common	noun	the quality of doing what is right and avoiding what is wrong	0	virtue	noun.attribute	04854529-n
VIRTUE	6	common	noun	a particular moral excellence	0	virtue	noun.attribute	04854713-n
VIRTUE	6	common	noun	morality with respect to sexual relations	0	virtue	noun.attribute	04856990-n
VIRTUE	6	common	noun	any admirable quality or attribute	0	virtue	noun.attribute	05146223-n
VIRTUOSITY	10	common	noun	technical skill or fluency or style exhibited by a virtuoso	0	virtuosity	noun.cognition	05645067-n
VIRTUOSO	8	common	adj	having or revealing supreme mastery or skill	0	virtuoso	adj.all	02234724-s
VIRTUOSO	8	common	noun	someone who is dazzlingly skilled in any field	0	virtuoso	noun.person	09781932-n
VIRTUOSO	8	common	noun	a musician who is a consummate master of technique and artistry	0	virtuoso	noun.person	10775180-n
VIRTUOUS	8	common	adj	in a state of sexual virginity	0	virtuous	adj.all	00362205-s
VIRTUOUS	8	common	adj	morally excellent	0	virtuous	adj.all	02523327-a
VIRTUOUSLY	10	common	adv	in a chaste and virtuous manner	0	virtuously	adv.all	00285302-r
VIRTUOUSLY	10	common	adv	in a moral manner	0	virtuously	adv.all	00366273-r
VIRTUOUSNESS	12	common	noun	the quality of doing what is right and avoiding what is wrong	0	virtuousness	noun.attribute	04854529-n
VIRUCIDAL	9	common	adj	tending to destroy viruses	0	virucidal	adj.pert	03155672-a
VIRUCIDE	8	common	noun	an agent (physical or chemical) that inactivates or destroys viruses	0	virucide	noun.substance	15072860-n
VIRULENCE	9	common	noun	extreme hostility	0	virulence	noun.attribute	04665718-n
VIRULENCE	9	common	noun	extreme harmfulness (as the capacity of a microorganism to cause disease)	0	virulence	noun.attribute	05174087-n
VIRULENCY	9	common	noun	extreme hostility	0	virulency	noun.attribute	04665718-n
VIRULENCY	9	common	noun	extreme harmfulness (as the capacity of a microorganism to cause disease)	0	virulency	noun.attribute	05174087-n
VIRULENT	8	common	adj	infectious; having the ability to cause disease	0	virulent	adj.all	00045781-a
VIRULENT	8	common	adj	harsh or corrosive in tone	0	virulent	adj.all	01807340-s
VIRULENT	8	common	adj	extremely poisonous or injurious; producing venom	0	virulent	adj.all	02459025-s
VIRULENTLY	10	common	adv	in a virulent manner	1	virulently	adv.all	00495458-r
VIRUS	5	common	noun	a harmful or corrupting agency	0	virus	noun.state	14031349-n
VIRUSINFECTION	14	common	noun	infection by a virus that is pathogenic to humans	1	virus infection	noun.state	14209822-n
VIRUSOID	8	common	noun	the smallest of viruses; a plant virus with its RNA arranged in a circular chromosome without a protein coat	0	virusoid	noun.animal	01337331-n
VISA	4	common	verb	approve officially	0	visa	verb.communication	00808721-v
